Country Name,Series,Time,Value
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,8
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,8
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,8
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,8
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,8
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,8
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,8
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,8
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,8
Norway,Government expenditure on education as % of GDP (%),2016,8.03055
Switzerland,"Share of youth not in education, employment, or training, total (% of youth population)",2009,8.050000191
Germany,"Share of youth not in education, employment, or training, total (% of youth population)",2010,8.300000191
Germany,"Share of youth not in education, employment, or training, total (% of youth population)",2008,8.430000305
Australia,"Share of youth not in education, employment, or training, total (% of youth population)",2016,8.68999958
Germany,"Share of youth not in education, employment, or training, total (% of youth population)",2009,8.800000191
Australia,"Share of youth not in education, employment, or training, total (% of youth population)",2017,8.93999958
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,9
China,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,9
"Hong Kong SAR, China",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,9
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,9
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,9
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,9
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,9
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,9
Japan,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,9
"Korea, Rep.",Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,9
Sweden,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2020,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,9
Switzerland,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2020,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,9
Thailand,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,9
Indonesia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,9
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,9
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,9
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,9
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,9
Sweden,"Share of youth not in education, employment, or training, total (% of youth population)",2009,9.600000381
Australia,"Share of youth not in education, employment, or training, total (% of youth population)",2015,9.800000191
Australia,"Share of youth not in education, employment, or training, total (% of youth population)",2012,9.909999847
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,10
Canada,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,10
Australia,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,10
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,10
Spain,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2020,10
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,10
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,10
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,10
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,10
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,10
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,10
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,10
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,10
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,10
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,10
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,10
Norway,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2020,10
Australia,"Share of youth not in education, employment, or training, total (% of youth population)",2014,10.09000015
United Kingdom,"Share of youth not in education, employment, or training, total (% of youth population)",2017,10.31000042
United Kingdom,"Share of youth not in education, employment, or training, total (% of youth population)",2018,10.44999981
France,"Share of youth not in education, employment, or training, total (% of youth population)",2008,10.55000019
Australia,"Share of youth not in education, employment, or training, total (% of youth population)",2011,10.59000015
United Kingdom,"Share of youth not in education, employment, or training, total (% of youth population)",2016,10.89000034
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,11
United Kingdom,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2020,11
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,11
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,11
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,11
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,11
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,11
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,11
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,11
Russian Federation,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2020,11
Australia,"Share of youth not in education, employment, or training, total (% of youth population)",2013,11.02000046
United Kingdom,"Share of youth not in education, employment, or training, total (% of youth population)",2015,11.05000019
France,"Share of youth not in education, employment, or training, total (% of youth population)",2018,11.06999969
France,"Share of youth not in education, employment, or training, total (% of youth population)",2014,11.18000031
France,"Share of youth not in education, employment, or training, total (% of youth population)",2013,11.22999954
Australia,"Share of youth not in education, employment, or training, total (% of youth population)",2010,11.31999969
Australia,"Share of youth not in education, employment, or training, total (% of youth population)",2009,11.39999962
France,"Share of youth not in education, employment, or training, total (% of youth population)",2017,11.46000004
Malaysia,"Share of youth not in education, employment, or training, total (% of youth population)",2016,11.68999958
Malaysia,"Share of youth not in education, employment, or training, total (% of youth population)",2017,11.80000019
Russian Federation,"Share of youth not in education, employment, or training, total (% of youth population)",2013,11.81999969
France,"Share of youth not in education, employment, or training, total (% of youth population)",2016,11.81999969
United Kingdom,"Share of youth not in education, employment, or training, total (% of youth population)",2014,11.85999966
France,"Share of youth not in education, employment, or training, total (% of youth population)",2015,11.89000034
Russian Federation,"Share of youth not in education, employment, or training, total (% of youth population)",2012,11.98999977
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,12
United States,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,12
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,12
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,12
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,12
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,12
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,12
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,12
Brazil,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,12
Italy,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2020,12
France,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2020,12
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,12
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,12
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,12
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,12
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,12
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,12
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,12
Turkey,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,12
Israel,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,12
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,12
Philippines,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,12
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,12
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,12
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,12
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,12
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,12
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,12
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,12
Mexico,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,12
Russian Federation,"Share of youth not in education, employment, or training, total (% of youth population)",2014,12.02999973
Russian Federation,"Share of youth not in education, employment, or training, total (% of youth population)",2015,12.02999973
United Kingdom,"Share of youth not in education, employment, or training, total (% of youth population)",2008,12.09000015
Brazil,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)",2011,12.20433
France,"Share of youth not in education, employment, or training, total (% of youth population)",2011,12.27999973
Brazil,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)",2010,12.2864
Brazil,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)",2008,12.34485
Canada,"Share of youth not in education, employment, or training, total (% of youth population)",2019,12.35529995
Russian Federation,"Share of youth not in education, employment, or training, total (% of youth population)",2016,12.40999985
Spain,"Share of youth not in education, employment, or training, total (% of youth population)",2018,12.43999958
Malaysia,"Share of youth not in education, employment, or training, total (% of youth population)",2018,12.47000027
France,"Share of youth not in education, employment, or training, total (% of youth population)",2012,12.5
Thailand,"Share of youth not in education, employment, or training, total (% of youth population)",2010,12.52000046
Thailand,"Share of youth not in education, employment, or training, total (% of youth population)",2011,12.55000019
Canada,"Share of youth not in education, employment, or training, total (% of youth population)",2017,12.58160019
France,"Share of youth not in education, employment, or training, total (% of youth population)",2010,12.64999962
Russian Federation,"Share of youth not in education, employment, or training, total (% of youth population)",2011,12.68999958
France,"Share of youth not in education, employment, or training, total (% of youth population)",2009,12.71000004
Canada,"Share of youth not in education, employment, or training, total (% of youth population)",2008,12.74400043
Malaysia,"Share of youth not in education, employment, or training, total (% of youth population)",2014,12.77000046
Brazil,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)",2009,12.77501
Canada,"Share of youth not in education, employment, or training, total (% of youth population)",2018,12.8366003
Thailand,"Share of youth not in education, employment, or training, total (% of youth population)",2012,12.85000038
Brazil,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)",2012,12.96058
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2008,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2009,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2010,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2011,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2012,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2013,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2014,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2015,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2016,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2017,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2018,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2019,13
Germany,Number of years of compulsory primary and secondary education guaranteed in legal frameworks,2020,13
United States,"Share of youth not in education, employment, or training, total (% of youth population)",2019,13.08899975
United Kingdom,"Share of youth not in education, employment, or training, total (% of youth population)",2009,13.22000027
United Kingdom,"Share of youth not in education, employment, or training, total (% of youth population)",2013,13.23999977
Spain,"Share of youth not in education, employment, or training, total (% of youth population)",2017,13.31999969
Thailand,"Share of youth not in education, employment, or training, total (% of youth population)",2014,13.32429981
Canada,"Share of youth not in education, employment, or training, total (% of youth population)",2013,13.47700024
Canada,"Share of youth not in education, employment, or training, total (% of youth population)",2016,13.49520016
Thailand,"Share of youth not in education, employment, or training, total (% of youth population)",2015,13.59109974
Canada,"Share of youth not in education, employment, or training, total (% of youth population)",2011,13.61839962
United Kingdom,"Share of youth not in education, employment, or training, total (% of youth population)",2010,13.61999989
Malaysia,"Share of youth not in education, employment, or training, total (% of youth population)",2013,13.64999962
United States,"Share of youth not in education, employment, or training, total (% of youth population)",2018,13.65299988
Israel,"Share of youth not in education, employment, or training, total (% of youth population)",2016,13.67609978
Thailand,"Share of youth not in education, employment, or training, total (% of youth population)",2009,13.71000004
Canada,"Share of youth not in education, employment, or training, total (% of youth population)",2012,13.78859997
Canada,"Share of youth not in education, employment, or training, total (% of youth population)",2015,13.8185997
